Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type
14.58,No Sugar,0.058,Household,155.51,1987,High,Tier 2,Supermarket Type1
10.69,Low Sugar,0.039,Frozen Foods,103.88,1998,Small,Tier 3,Food Mart
11.85,Low Sugar,0.03,Baking Goods,157.48,2009,Medium,Tier 2,Supermarket Type2
9.12,Regular,0.057,Snack Foods,136.29,1987,High,Tier 2,Supermarket Type1
8.62,Regular,0.16,Snack Foods,104.51,1998,Small,Tier 3,Food Mart
11.55,Low Sugar,0.035,Fruits and Vegetables,90.8,1987,High,Tier 2,Supermarket Type1
14.22,No Sugar,0.077,Household,145.91,2009,Medium,Tier 2,Supermarket Type2
14.19,Regular,0.182,Baking Goods,141.96,2009,Medium,Tier 2,Supermarket Type2
13.3,Low Sugar,0.11,Meat,103.39,2009,Medium,Tier 2,Supermarket Type2
10.51,Low Sugar,0.048,Dairy,76.35,1998,Small,Tier 3,Food Mart
12.0,Low Sugar,0.097,Dairy,141.49,2009,Medium,Tier 2,Supermarket Type2
10.98,Low Sugar,0.029,Canned,163.33,2009,Medium,Tier 2,Supermarket Type2
13.06,Regular,0.112,Meat,87.14,1987,High,Tier 2,Supermarket Type1
12.21,Low Sugar,0.108,Snack Foods,173.81,2009,Medium,Tier 2,Supermarket Type2
15.3,Low Sugar,0.085,Baking Goods,160.14,1999,Medium,Tier 1,Departmental Store
12.82,Low Sugar,0.112,Dairy,178.24,1987,High,Tier 2,Supermarket Type1
13.31,Regular,0.054,Snack Foods,143.27,2009,Medium,Tier 2,Supermarket Type2
13.89,No Sugar,0.031,Household,151.15,2009,Medium,Tier 2,Supermarket Type2
10.42,Low Sugar,0.032,Fruits and Vegetables,103.85,1998,Small,Tier 3,Food Mart
11.62,No Sugar,0.034,Household,161.09,2009,Medium,Tier 2,Supermarket Type2
11.32,No Sugar,0.034,Household,131.74,2009,Medium,Tier 2,Supermarket Type2
9.88,Low Sugar,0.046,Fruits and Vegetables,168.91,2009,Medium,Tier 2,Supermarket Type2
14.8,Regular,0.106,Dairy,160.86,1999,Medium,Tier 1,Departmental Store
9.65,Regular,0.092,Snack Foods,140.61,1999,Medium,Tier 1,Departmental Store
12.92,Low Sugar,0.028,Fruits and Vegetables,191.12,1999,Medium,Tier 1,Departmental Store
10.78,Low Sugar,0.08,Dairy,155.54,2009,Medium,Tier 2,Supermarket Type2
9.58,Low Sugar,0.126,Baking Goods,170.34,2009,Medium,Tier 2,Supermarket Type2
10.57,Low Sugar,0.053,Baking Goods,119.58,1987,High,Tier 2,Supermarket Type1
14.74,Low Sugar,0.147,Canned,99.48,2009,Medium,Tier 2,Supermarket Type2
16.3,Low Sugar,0.014,Snack Foods,171.06,1987,High,Tier 2,Supermarket Type1
9.8,No Sugar,0.21,Health and Hygiene,112.39,1998,Small,Tier 3,Food Mart
8.48,Regular,0.186,Canned,81.59,1998,Small,Tier 3,Food Mart
13.07,Low Sugar,0.118,Dairy,172.25,1987,High,Tier 2,Supermarket Type1
12.76,Low Sugar,0.017,Meat,192.15,1999,Medium,Tier 1,Departmental Store
12.17,Regular,0.03,Dairy,146.13,2009,Medium,Tier 2,Supermarket Type2
14.37,Low Sugar,0.142,Fruits and Vegetables,133.57,2009,Medium,Tier 2,Supermarket Type2
12.1,Regular,0.019,Fruits and Vegetables,93.81,1998,Small,Tier 3,Food Mart
13.11,Regular,0.11,Fruits and Vegetables,176.0,1987,High,Tier 2,Supermarket Type1
15.01,No Sugar,0.094,Household,164.47,1999,Medium,Tier 1,Departmental Store
10.51,Low Sugar,0.062,Dairy,53.83,1998,Small,Tier 3,Food Mart
13.37,Low Sugar,0.089,Dairy,108.51,2009,Medium,Tier 2,Supermarket Type2
12.24,Low Sugar,0.14,Fruits and Vegetables,127.3,2009,Medium,Tier 2,Supermarket Type2
14.61,Low Sugar,0.094,Snack Foods,165.52,1999,Medium,Tier 1,Departmental Store
16.95,Regular,0.042,Fruits and Vegetables,194.85,1999,Medium,Tier 1,Departmental Store
10.74,Low Sugar,0.175,Fruits and Vegetables,151.56,2009,Medium,Tier 2,Supermarket Type2
15.87,Low Sugar,0.099,Fruits and Vegetables,128.43,2009,Medium,Tier 2,Supermarket Type2
14.08,reg,0.121,Snack Foods,159.31,1987,High,Tier 2,Supermarket Type1
10.45,Regular,0.021,Snack Foods,161.39,2009,Medium,Tier 2,Supermarket Type2
11.92,Low Sugar,0.035,Meat,166.65,2009,Medium,Tier 2,Supermarket Type2
12.44,Regular,0.02,Snack Foods,150.39,2009,Medium,Tier 2,Supermarket Type2
14.34,reg,0.014,Meat,160.3,1987,High,Tier 2,Supermarket Type1
13.15,Regular,0.056,Meat,134.82,2009,Medium,Tier 2,Supermarket Type2
12.87,No Sugar,0.055,Health and Hygiene,148.99,2009,Medium,Tier 2,Supermarket Type2
13.79,Low Sugar,0.124,Dairy,133.55,2009,Medium,Tier 2,Supermarket Type2
15.21,Regular,0.035,Canned,159.27,1987,High,Tier 2,Supermarket Type1
16.53,Regular,0.077,Meat,215.22,1999,Medium,Tier 1,Departmental Store
10.88,Low Sugar,0.058,Seafood,105.11,1998,Small,Tier 3,Food Mart
10.52,Low Sugar,0.045,Dairy,153.92,2009,Medium,Tier 2,Supermarket Type2
10.29,No Sugar,0.023,Health and Hygiene,123.32,1987,High,Tier 2,Supermarket Type1
13.94,No Sugar,0.03,Household,95.32,2009,Medium,Tier 2,Supermarket Type2
13.84,Regular,0.176,Snack Foods,171.83,1999,Medium,Tier 1,Departmental Store
15.29,Low Sugar,0.029,Fruits and Vegetables,173.15,1998,Small,Tier 3,Food Mart
15.51,reg,0.073,Soft Drinks,170.86,1987,High,Tier 2,Supermarket Type1
12.7,Low Sugar,0.108,Meat,99.65,1987,High,Tier 2,Supermarket Type1
10.13,Low Sugar,0.128,Frozen Foods,100.5,1998,Small,Tier 3,Food Mart
13.75,Low Sugar,0.023,Dairy,161.12,2009,Medium,Tier 2,Supermarket Type2
10.52,Low Sugar,0.024,Baking Goods,132.07,2009,Medium,Tier 2,Supermarket Type2
10.6,Low Sugar,0.027,Meat,91.29,1987,High,Tier 2,Supermarket Type1
14.76,Low Sugar,0.113,Dairy,129.19,2009,Medium,Tier 2,Supermarket Type2
10.4,Regular,0.1,Snack Foods,93.25,1998,Small,Tier 3,Food Mart
12.03,No Sugar,0.084,Household,127.16,2009,Medium,Tier 2,Supermarket Type2
13.74,No Sugar,0.149,Household,157.19,2009,Medium,Tier 2,Supermarket Type2
9.06,Low Sugar,0.074,Snack Foods,120.19,1998,Small,Tier 3,Food Mart
13.19,Low Sugar,0.169,Snack Foods,146.81,2009,Medium,Tier 2,Supermarket Type2
9.97,No Sugar,0.083,Household,96.19,1998,Small,Tier 3,Food Mart
7.96,Regular,0.017,Fruits and Vegetables,115.71,1998,Small,Tier 3,Food Mart
11.6,Low Sugar,0.129,Canned,118.92,2009,Medium,Tier 2,Supermarket Type2
9.55,Regular,0.127,Dairy,100.28,1998,Small,Tier 3,Food Mart
6.6,Low Sugar,0.17,Fruits and Vegetables,107.3,1998,Small,Tier 3,Food Mart
7.89,Low Sugar,0.048,Fruits and Vegetables,110.15,1998,Small,Tier 3,Food Mart
12.97,Low Sugar,0.115,Canned,136.05,2009,Medium,Tier 2,Supermarket Type2
8.71,Low Sugar,0.076,Dairy,153.67,2009,Medium,Tier 2,Supermarket Type2
13.47,Low Sugar,0.078,Soft Drinks,156.38,2009,Medium,Tier 2,Supermarket Type2
14.8,Low Sugar,0.017,Snack Foods,177.73,1987,High,Tier 2,Supermarket Type1
16.55,Regular,0.052,Canned,184.84,1999,Medium,Tier 1,Departmental Store
11.99,Low Sugar,0.075,Frozen Foods,161.14,2009,Medium,Tier 2,Supermarket Type2
11.27,Low Sugar,0.031,Soft Drinks,154.9,2009,Medium,Tier 2,Supermarket Type2
12.95,Regular,0.162,Dairy,157.08,2009,Medium,Tier 2,Supermarket Type2
15.62,Low Sugar,0.164,Frozen Foods,133.28,2009,Medium,Tier 2,Supermarket Type2
10.92,Regular,0.035,Fruits and Vegetables,96.86,1998,Small,Tier 3,Food Mart
12.98,No Sugar,0.211,Household,118.77,2009,Medium,Tier 2,Supermarket Type2
14.34,Low Sugar,0.03,Starchy Foods,147.15,2009,Medium,Tier 2,Supermarket Type2
14.62,Low Sugar,0.015,Meat,171.2,1999,Medium,Tier 1,Departmental Store
12.14,Low Sugar,0.027,Snack Foods,140.48,2009,Medium,Tier 2,Supermarket Type2
11.89,Low Sugar,0.061,Fruits and Vegetables,134.16,2009,Medium,Tier 2,Supermarket Type2
14.1,Low Sugar,0.026,Dairy,95.96,2009,Medium,Tier 2,Supermarket Type2
14.57,Regular,0.077,Seafood,145.88,2009,Medium,Tier 2,Supermarket Type2
13.38,Low Sugar,0.018,Fruits and Vegetables,138.23,2009,Medium,Tier 2,Supermarket Type2
11.7,Regular,0.185,Dairy,199.75,1987,High,Tier 2,Supermarket Type1
12.06,Low Sugar,0.082,Dairy,141.87,2009,Medium,Tier 2,Supermarket Type2
11.0,Low Sugar,0.173,Canned,126.72,2009,Medium,Tier 2,Supermarket Type2
12.55,Low Sugar,0.08,Fruits and Vegetables,148.43,2009,Medium,Tier 2,Supermarket Type2
16.75,Low Sugar,0.027,Breakfast,211.71,1999,Medium,Tier 1,Departmental Store
8.25,Low Sugar,0.01,Meat,151.69,2009,Medium,Tier 2,Supermarket Type2
13.53,Low Sugar,0.057,Fruits and Vegetables,128.73,2009,Medium,Tier 2,Supermarket Type2
16.65,Low Sugar,0.089,Fruits and Vegetables,190.63,1999,Medium,Tier 1,Departmental Store
16.09,Regular,0.141,Canned,182.79,1999,Medium,Tier 1,Departmental Store
14.09,Low Sugar,0.074,Breads,179.77,1999,Medium,Tier 1,Departmental Store
12.66,Low Sugar,0.027,Frozen Foods,117.08,2009,Medium,Tier 2,Supermarket Type2
11.47,Regular,0.089,Fruits and Vegetables,102.13,1999,Medium,Tier 1,Departmental Store
12.39,Low Sugar,0.076,Frozen Foods,184.01,1987,High,Tier 2,Supermarket Type1
15.98,Low Sugar,0.016,Dairy,176.26,1987,High,Tier 2,Supermarket Type1
12.03,Low Sugar,0.044,Snack Foods,126.03,2009,Medium,Tier 2,Supermarket Type2
10.25,Low Sugar,0.064,Frozen Foods,93.78,1998,Small,Tier 3,Food Mart
11.67,Regular,0.098,Frozen Foods,139.09,2009,Medium,Tier 2,Supermarket Type2
15.62,Regular,0.056,Canned,164.29,1999,Medium,Tier 1,Departmental Store
13.81,Low Sugar,0.017,Fruits and Vegetables,164.81,1987,High,Tier 2,Supermarket Type1
12.6,No Sugar,0.087,Household,145.18,2009,Medium,Tier 2,Supermarket Type2
9.6,No Sugar,0.041,Health and Hygiene,164.6,2009,Medium,Tier 2,Supermarket Type2
12.06,No Sugar,0.165,Health and Hygiene,101.07,1987,High,Tier 2,Supermarket Type1
12.88,Low Sugar,0.148,Snack Foods,121.06,2009,Medium,Tier 2,Supermarket Type2
14.68,Low Sugar,0.014,Snack Foods,164.7,1999,Medium,Tier 1,Departmental Store
10.89,Low Sugar,0.061,Frozen Foods,84.31,1998,Small,Tier 3,Food Mart
7.27,Low Sugar,0.011,Snack Foods,104.5,1998,Small,Tier 3,Food Mart
14.51,Low Sugar,0.14,Dairy,171.24,1999,Medium,Tier 1,Departmental Store
11.72,Regular,0.101,Baking Goods,116.19,2009,Medium,Tier 2,Supermarket Type2
12.4,No Sugar,0.116,Health and Hygiene,151.96,2009,Medium,Tier 2,Supermarket Type2
11.05,Regular,0.076,Dairy,164.46,2009,Medium,Tier 2,Supermarket Type2
8.26,Low Sugar,0.042,Meat,94.14,1998,Small,Tier 3,Food Mart
14.63,No Sugar,0.045,Household,128.34,2009,Medium,Tier 2,Supermarket Type2
15.67,Low Sugar,0.078,Hard Drinks,144.64,1987,High,Tier 2,Supermarket Type1
13.65,Low Sugar,0.011,Breads,159.29,2009,Medium,Tier 2,Supermarket Type2
12.7,Low Sugar,0.021,Frozen Foods,153.44,2009,Medium,Tier 2,Supermarket Type2
10.55,Low Sugar,0.07,Baking Goods,113.13,1998,Small,Tier 3,Food Mart
12.17,No Sugar,0.045,Health and Hygiene,156.69,2009,Medium,Tier 2,Supermarket Type2
12.68,Low Sugar,0.058,Fruits and Vegetables,74.35,1998,Small,Tier 3,Food Mart
15.15,Low Sugar,0.019,Breads,145.79,2009,Medium,Tier 2,Supermarket Type2
13.41,No Sugar,0.02,Health and Hygiene,163.29,2009,Medium,Tier 2,Supermarket Type2
9.98,Regular,0.092,Snack Foods,135.0,2009,Medium,Tier 2,Supermarket Type2
6.85,Low Sugar,0.098,Meat,112.86,1998,Small,Tier 3,Food Mart
9.76,Low Sugar,0.044,Soft Drinks,118.38,1998,Small,Tier 3,Food Mart
12.84,Regular,0.052,Frozen Foods,177.88,1987,High,Tier 2,Supermarket Type1
12.01,Low Sugar,0.099,Canned,119.46,2009,Medium,Tier 2,Supermarket Type2
12.92,Regular,0.137,Soft Drinks,106.24,2009,Medium,Tier 2,Supermarket Type2
11.7,Regular,0.185,Frozen Foods,124.5,2009,Medium,Tier 2,Supermarket Type2
12.66,Low Sugar,0.031,Snack Foods,71.59,1998,Small,Tier 3,Food Mart
12.65,No Sugar,0.145,Health and Hygiene,134.69,2009,Medium,Tier 2,Supermarket Type2
18.94,Low Sugar,0.128,Soft Drinks,194.74,1999,Medium,Tier 1,Departmental Store
18.31,Low Sugar,0.071,Snack Foods,175.55,1999,Medium,Tier 1,Departmental Store
10.38,Low Sugar,0.095,Frozen Foods,131.93,2009,Medium,Tier 2,Supermarket Type2
12.35,Regular,0.015,Fruits and Vegetables,152.86,2009,Medium,Tier 2,Supermarket Type2
15.96,Regular,0.016,Meat,136.4,2009,Medium,Tier 2,Supermarket Type2
11.11,Low Sugar,0.02,Soft Drinks,163.11,2009,Medium,Tier 2,Supermarket Type2
12.46,Low Sugar,0.085,Soft Drinks,187.7,1999,Medium,Tier 1,Departmental Store
13.1,No Sugar,0.142,Health and Hygiene,194.13,1987,High,Tier 2,Supermarket Type1
12.83,Low Sugar,0.09,Soft Drinks,166.31,2009,Medium,Tier 2,Supermarket Type2
14.57,Low Sugar,0.021,Dairy,158.74,1987,High,Tier 2,Supermarket Type1
12.52,Low Sugar,0.026,Baking Goods,155.11,2009,Medium,Tier 2,Supermarket Type2
17.11,Regular,0.163,Baking Goods,130.49,1987,High,Tier 2,Supermarket Type1
11.64,Low Sugar,0.029,Frozen Foods,182.5,2009,Medium,Tier 2,Supermarket Type2
13.21,Regular,0.061,Soft Drinks,144.53,2009,Medium,Tier 2,Supermarket Type2
14.84,Low Sugar,0.068,Baking Goods,179.73,1987,High,Tier 2,Supermarket Type1
10.89,Low Sugar,0.02,Fruits and Vegetables,100.18,1998,Small,Tier 3,Food Mart
9.79,No Sugar,0.027,Health and Hygiene,175.9,2009,Medium,Tier 2,Supermarket Type2
13.02,Regular,0.033,Fruits and Vegetables,174.11,1987,High,Tier 2,Supermarket Type1
13.49,Regular,0.089,Dairy,153.55,2009,Medium,Tier 2,Supermarket Type2
12.95,Low Sugar,0.112,Fruits and Vegetables,118.32,2009,Medium,Tier 2,Supermarket Type2
14.37,Low Sugar,0.066,Soft Drinks,167.02,1987,High,Tier 2,Supermarket Type1
14.7,Regular,0.077,Hard Drinks,212.65,1999,Medium,Tier 1,Departmental Store
15.58,Low Sugar,0.103,Canned,197.53,1999,Medium,Tier 1,Departmental Store
13.99,Low Sugar,0.029,Meat,194.61,1987,High,Tier 2,Supermarket Type1
18.95,Low Sugar,0.015,Frozen Foods,222.53,1999,Medium,Tier 1,Departmental Store
11.96,No Sugar,0.078,Household,172.14,2009,Medium,Tier 2,Supermarket Type2
16.01,Low Sugar,0.053,Fruits and Vegetables,156.07,1999,Medium,Tier 1,Departmental Store
14.47,Low Sugar,0.155,Frozen Foods,140.23,2009,Medium,Tier 2,Supermarket Type2
15.1,Low Sugar,0.17,Hard Drinks,193.93,1998,Small,Tier 3,Food Mart
14.58,Regular,0.04,Starchy Foods,152.5,1987,High,Tier 2,Supermarket Type1
12.3,Regular,0.018,Fruits and Vegetables,135.69,2009,Medium,Tier 2,Supermarket Type2
10.28,Low Sugar,0.135,Fruits and Vegetables,113.83,1998,Small,Tier 3,Food Mart
11.07,Low Sugar,0.058,Dairy,147.38,2009,Medium,Tier 2,Supermarket Type2
12.58,reg,0.093,Starchy Foods,159.98,2009,Medium,Tier 2,Supermarket Type2
11.52,Low Sugar,0.079,Canned,163.24,2009,Medium,Tier 2,Supermarket Type2
12.36,Low Sugar,0.029,Baking Goods,182.54,1987,High,Tier 2,Supermarket Type1
11.39,Regular,0.067,Snack Foods,115.79,2009,Medium,Tier 2,Supermarket Type2
12.84,Low Sugar,0.011,Fruits and Vegetables,101.99,2009,Medium,Tier 2,Supermarket Type2
14.79,Regular,0.036,Canned,146.22,2009,Medium,Tier 2,Supermarket Type2
14.43,Regular,0.038,Frozen Foods,150.27,2009,Medium,Tier 2,Supermarket Type2
12.07,Low Sugar,0.015,Snack Foods,145.3,2009,Medium,Tier 2,Supermarket Type2
14.72,No Sugar,0.067,Household,175.44,1987,High,Tier 2,Supermarket Type1
7.55,No Sugar,0.052,Health and Hygiene,98.17,1998,Small,Tier 3,Food Mart
10.74,Low Sugar,0.126,Snack Foods,149.78,2009,Medium,Tier 2,Supermarket Type2
12.03,Low Sugar,0.104,Baking Goods,168.73,2009,Medium,Tier 2,Supermarket Type2
11.86,Low Sugar,0.025,Fruits and Vegetables,113.84,2009,Medium,Tier 2,Supermarket Type2
13.84,Regular,0.045,Starchy Foods,202.23,1987,High,Tier 2,Supermarket Type1
9.64,Regular,0.076,Baking Goods,170.36,2009,Medium,Tier 2,Supermarket Type2
7.98,Low Sugar,0.042,Meat,122.15,1998,Small,Tier 3,Food Mart
14.6,Low Sugar,0.112,Snack Foods,173.31,1999,Medium,Tier 1,Departmental Store
10.77,Low Sugar,0.12,Baking Goods,99.48,1998,Small,Tier 3,Food Mart
14.23,No Sugar,0.191,Household,167.6,1999,Medium,Tier 1,Departmental Store
12.78,Regular,0.035,Baking Goods,89.61,1987,High,Tier 2,Supermarket Type1
10.21,Regular,0.013,Dairy,107.51,1998,Small,Tier 3,Food Mart
13.07,No Sugar,0.126,Health and Hygiene,148.88,2009,Medium,Tier 2,Supermarket Type2
12.91,Regular,0.035,Fruits and Vegetables,140.6,2009,Medium,Tier 2,Supermarket Type2
12.11,Low Sugar,0.091,Fruits and Vegetables,170.34,2009,Medium,Tier 2,Supermarket Type2
14.27,Low Sugar,0.086,Meat,198.91,1987,High,Tier 2,Supermarket Type1
13.51,Low Sugar,0.04,Dairy,161.85,2009,Medium,Tier 2,Supermarket Type2
10.28,Regular,0.069,Dairy,130.75,2009,Medium,Tier 2,Supermarket Type2
10.39,No Sugar,0.041,Health and Hygiene,128.16,2009,Medium,Tier 2,Supermarket Type2
11.03,Low Sugar,0.274,Meat,157.22,2009,Medium,Tier 2,Supermarket Type2
13.61,Low Sugar,0.033,Meat,117.34,2009,Medium,Tier 2,Supermarket Type2
10.15,No Sugar,0.014,Household,59.96,1998,Small,Tier 3,Food Mart
11.6,Low Sugar,0.034,Fruits and Vegetables,113.54,2009,Medium,Tier 2,Supermarket Type2
16.65,Low Sugar,0.026,Fruits and Vegetables,188.74,1999,Medium,Tier 1,Departmental Store
9.93,Low Sugar,0.045,Starchy Foods,124.12,1987,High,Tier 2,Supermarket Type1
9.72,Low Sugar,0.114,Canned,146.37,2009,Medium,Tier 2,Supermarket Type2
14.59,Regular,0.105,Baking Goods,159.67,1998,Small,Tier 3,Food Mart
12.98,No Sugar,0.04,Household,183.24,1999,Medium,Tier 1,Departmental Store
14.73,Low Sugar,0.027,Soft Drinks,156.1,1987,High,Tier 2,Supermarket Type1
10.49,Regular,0.027,Canned,138.04,2009,Medium,Tier 2,Supermarket Type2
14.71,Low Sugar,0.034,Soft Drinks,140.78,2009,Medium,Tier 2,Supermarket Type2
14.13,Regular,0.032,Fruits and Vegetables,162.07,1987,High,Tier 2,Supermarket Type1
11.15,Low Sugar,0.096,Frozen Foods,76.14,1987,High,Tier 2,Supermarket Type1
11.55,Regular,0.059,Soft Drinks,130.07,2009,Medium,Tier 2,Supermarket Type2
7.86,Low Sugar,0.027,Snack Foods,110.26,1998,Small,Tier 3,Food Mart
11.89,No Sugar,0.072,Household,159.91,2009,Medium,Tier 2,Supermarket Type2
9.54,Low Sugar,0.144,Soft Drinks,136.84,2009,Medium,Tier 2,Supermarket Type2
10.86,Regular,0.05,Fruits and Vegetables,137.11,2009,Medium,Tier 2,Supermarket Type2
12.69,Low Sugar,0.025,Meat,128.45,2009,Medium,Tier 2,Supermarket Type2
14.71,Low Sugar,0.016,Snack Foods,154.94,1987,High,Tier 2,Supermarket Type1
12.95,Regular,0.076,Meat,155.55,2009,Medium,Tier 2,Supermarket Type2
12.59,Low Sugar,0.031,Snack Foods,184.38,1999,Medium,Tier 1,Departmental Store
14.74,No Sugar,0.067,Household,142.5,2009,Medium,Tier 2,Supermarket Type2
13.39,No Sugar,0.112,Household,156.21,2009,Medium,Tier 2,Supermarket Type2
10.32,Low Sugar,0.053,Snack Foods,123.72,1987,High,Tier 2,Supermarket Type1
15.09,Regular,0.077,Snack Foods,131.45,2009,Medium,Tier 2,Supermarket Type2
12.56,Low Sugar,0.017,Baking Goods,161.04,2009,Medium,Tier 2,Supermarket Type2
10.25,Low Sugar,0.17,Seafood,135.07,2009,Medium,Tier 2,Supermarket Type2
14.69,Low Sugar,0.031,Dairy,151.12,2009,Medium,Tier 2,Supermarket Type2
13.38,Low Sugar,0.038,Snack Foods,142.12,2009,Medium,Tier 2,Supermarket Type2
12.92,No Sugar,0.086,Health and Hygiene,174.86,1987,High,Tier 2,Supermarket Type1
14.93,Low Sugar,0.118,Fruits and Vegetables,171.78,1999,Medium,Tier 1,Departmental Store
12.21,Low Sugar,0.034,Baking Goods,133.22,2009,Medium,Tier 2,Supermarket Type2
14.61,Low Sugar,0.016,Dairy,141.97,2009,Medium,Tier 2,Supermarket Type2
13.45,Regular,0.076,Soft Drinks,145.41,2009,Medium,Tier 2,Supermarket Type2
16.01,No Sugar,0.104,Health and Hygiene,237.33,1999,Medium,Tier 1,Departmental Store
12.31,Low Sugar,0.049,Canned,84.27,1998,Small,Tier 3,Food Mart
15.87,No Sugar,0.08,Household,167.92,1987,High,Tier 2,Supermarket Type1
13.76,Regular,0.064,Snack Foods,189.07,1987,High,Tier 2,Supermarket Type1
15.22,Regular,0.049,Snack Foods,189.82,1987,High,Tier 2,Supermarket Type1
12.57,Low Sugar,0.189,Fruits and Vegetables,217.09,1987,High,Tier 2,Supermarket Type1
11.81,Low Sugar,0.058,Breads,111.58,2009,Medium,Tier 2,Supermarket Type2
13.7,Low Sugar,0.119,Snack Foods,175.92,1999,Medium,Tier 1,Departmental Store
13.07,Low Sugar,0.014,Snack Foods,146.04,2009,Medium,Tier 2,Supermarket Type2
14.98,Low Sugar,0.021,Frozen Foods,159.73,1999,Medium,Tier 1,Departmental Store
14.56,reg,0.105,Baking Goods,180.21,1987,High,Tier 2,Supermarket Type1
12.95,No Sugar,0.141,Household,148.36,2009,Medium,Tier 2,Supermarket Type2
13.2,No Sugar,0.019,Health and Hygiene,194.9,1987,High,Tier 2,Supermarket Type1
12.11,No Sugar,0.079,Health and Hygiene,132.74,2009,Medium,Tier 2,Supermarket Type2
14.47,Low Sugar,0.049,Baking Goods,170.25,1999,Medium,Tier 1,Departmental Store
15.51,Low Sugar,0.054,Hard Drinks,165.39,1999,Medium,Tier 1,Departmental Store
14.25,Low Sugar,0.055,Seafood,190.69,1987,High,Tier 2,Supermarket Type1
10.2,Low Sugar,0.115,Snack Foods,127.73,2009,Medium,Tier 2,Supermarket Type2
10.88,Low Sugar,0.058,Snack Foods,226.59,1987,High,Tier 2,Supermarket Type1
13.19,Regular,0.062,Meat,160.97,2009,Medium,Tier 2,Supermarket Type2
12.49,Low Sugar,0.171,Snack Foods,142.49,2009,Medium,Tier 2,Supermarket Type2
13.1,Regular,0.031,Frozen Foods,164.26,2009,Medium,Tier 2,Supermarket Type2
8.01,Low Sugar,0.138,Meat,97.48,1998,Small,Tier 3,Food Mart
13.33,Regular,0.048,Baking Goods,173.82,1987,High,Tier 2,Supermarket Type1
15.22,Regular,0.098,Frozen Foods,172.71,1987,High,Tier 2,Supermarket Type1
16.47,Low Sugar,0.126,Fruits and Vegetables,141.35,1987,High,Tier 2,Supermarket Type1
12.57,No Sugar,0.025,Household,110.3,2009,Medium,Tier 2,Supermarket Type2
17.65,Regular,0.072,Frozen Foods,173.66,1999,Medium,Tier 1,Departmental Store
12.54,Low Sugar,0.077,Baking Goods,135.28,2009,Medium,Tier 2,Supermarket Type2
12.37,Low Sugar,0.067,Meat,145.37,2009,Medium,Tier 2,Supermarket Type2
13.75,No Sugar,0.161,Others,196.25,1987,High,Tier 2,Supermarket Type1
13.1,No Sugar,0.068,Health and Hygiene,152.97,2009,Medium,Tier 2,Supermarket Type2
15.01,Low Sugar,0.095,Dairy,199.05,1999,Medium,Tier 1,Departmental Store
13.18,Low Sugar,0.104,Frozen Foods,156.22,2009,Medium,Tier 2,Supermarket Type2
15.87,Low Sugar,0.093,Fruits and Vegetables,185.03,1999,Medium,Tier 1,Departmental Store
13.21,Regular,0.026,Fruits and Vegetables,120.97,2009,Medium,Tier 2,Supermarket Type2
10.93,No Sugar,0.055,Health and Hygiene,149.27,2009,Medium,Tier 2,Supermarket Type2
12.27,Regular,0.061,Meat,134.88,2009,Medium,Tier 2,Supermarket Type2
15.27,No Sugar,0.125,Household,136.16,1998,Small,Tier 3,Food Mart
11.77,Low Sugar,0.057,Dairy,132.2,2009,Medium,Tier 2,Supermarket Type2
14.92,Low Sugar,0.108,Frozen Foods,175.43,1987,High,Tier 2,Supermarket Type1
11.23,No Sugar,0.066,Household,115.7,1987,High,Tier 2,Supermarket Type1
19.0,Low Sugar,0.026,Dairy,202.27,1999,Medium,Tier 1,Departmental Store
12.51,No Sugar,0.039,Health and Hygiene,160.5,2009,Medium,Tier 2,Supermarket Type2
11.24,Low Sugar,0.026,Snack Foods,150.93,2009,Medium,Tier 2,Supermarket Type2
12.1,Low Sugar,0.031,Canned,122.32,2009,Medium,Tier 2,Supermarket Type2
16.64,Regular,0.12,Breakfast,194.21,1999,Medium,Tier 1,Departmental Store
12.67,Regular,0.074,Fruits and Vegetables,139.06,2009,Medium,Tier 2,Supermarket Type2
13.96,Low Sugar,0.057,Snack Foods,190.61,1987,High,Tier 2,Supermarket Type1
19.61,Regular,0.168,Canned,236.83,1999,Medium,Tier 1,Departmental Store
13.27,Low Sugar,0.028,Frozen Foods,131.42,2009,Medium,Tier 2,Supermarket Type2
11.29,Regular,0.047,Snack Foods,72.58,1998,Small,Tier 3,Food Mart
13.75,Low Sugar,0.025,Snack Foods,198.23,1987,High,Tier 2,Supermarket Type1
14.51,Regular,0.055,Frozen Foods,139.9,2009,Medium,Tier 2,Supermarket Type2
9.39,Low Sugar,0.12,Snack Foods,77.7,1998,Small,Tier 3,Food Mart
15.34,Regular,0.007,Starchy Foods,193.67,1999,Medium,Tier 1,Departmental Store
10.49,Regular,0.096,Seafood,131.73,2009,Medium,Tier 2,Supermarket Type2
14.32,Low Sugar,0.058,Meat,156.33,1987,High,Tier 2,Supermarket Type1
8.91,Low Sugar,0.108,Canned,113.78,1998,Small,Tier 3,Food Mart
11.16,Low Sugar,0.042,Soft Drinks,89.14,1998,Small,Tier 3,Food Mart
16.04,Low Sugar,0.028,Fruits and Vegetables,171.28,1987,High,Tier 2,Supermarket Type1
